,emotion,talk
1040,Joy,결혼 하고 하루하루 가 여유 로 워. 응. 너무 좋다 행복하다 생각 만 들다. 이 생활 을 자다 유지 하다.
1041,Joy,난 연애 못 하다 사람 들 이해 가 안 돼다. 이성 을 사귀다 자신 이 없다 ? 인기 가 많다 것 은 아니다 마음 통 하다 사람 이랑 사귀다 되다. 모두 에게 인기 가 있다 필요 는 없다 ? 난 연애 에 대해 선 자신 있다.
1042,Anger,나 만 집안일 하고 나 만 아기 돌보다. 남편 은 하나 도 안 도와주다. 정말 짜증 나다. 내 가 일 안 하다 것 도 아니다 말 이야. 남편 한테 직접 집안일 을 도 와 달라 고 불만 을 얘기 하다.
1043,Sadness,남자친구 랑 다투다. 별거 아니다 일 인데 날 달래다 않다 오히려 더 화 를 내다 실망하다. 남자친구 가 꽃 이라도 사다 주다 사과 하다 기분 이 좀 나아지다 것 같다.
1044,Sadness,갑자기 야근 을 하다 돼다 남자친구 랑 여행 에 못 가게 돼다. 남자친구 가 열심히 여행 계획 을 짜다 못 가다 미안하다 우울하다. 주말 에 당일치기 데이트 코스 를 내 가 알아보다.
1045,Anger,결혼 적령 기 인데 왜 아직도 결혼 안 하다 말 을 들다 때 마다 짜증 나. 꼭 결혼 을 하다 되다 의문 이 들다. 결혼 안 하고도 자다 살 수 있다. 다음 에는 결혼 얘기 꺼내다 말 라고 단단하다 쐐기 를 박다.
1046,Anxiety,남자친구 가 너무 멋있다 주변 에 여자 가 많다. 불안하다. 결혼 하다 주변 에 여자 가 많다 바람 피우다 것 같다. 외모 관리 에 신경 써다 남자친구 가 다른 생각 못 하다 만들다 거야.
1047,Wound,제대로 연애 도 못 해보다 결혼 하다 억울하다. 나이 에 맞추다 젊음 을 즐기다 걸 일찍 결혼 하다 못 노 는 게 너무 억울하다. 응 너무 억울하다. 그래서 오늘 은 남편 몰래 클럽 에 가다.
1048,Anxiety,결혼 하고 시댁 에 자다 보이다 생각 이 너무 강하다. 항상 걱정 이야. 아무래도 남편 의 가족 이다 보 니까 신경 이 쓰이다. 마음 을 좀 편하다 가다 노력 하다 하다 것 같다. 어차피 우린 가족 이니까.
1049,Joy,남자친구 가 고시 공부 하다 나르다 이 년 동안 뒷바라지 해주다. 너무 고맙다. 묵묵하다 내 곁 을 지키다. 남자친구 한테 기다리다 고맙다 선물 을 하나 하다.
1050,Anger,연애 를 하다 오늘이 제일 화가 나다. 내 감정 을 좀 이해 해주다 바랬는데 전혀 그렇다 않다. 남자친구 와 헤어지다.
1051,Anger,남자친구 랑 요즘 부딪히다 일이 너무 많다 짜증 나. 약속 시간 도 그렇다 데이트 코스 를 안 짜다 것 도 그렇다 다 짜증 나. 남자친구 랑 진지하다 대화 를 해보다.
1052,Anger,어떻다 남자 가 계속 사귀다 면서 연락 하고 조금 만 늦다 답 하다 자기 가 내 애인 인 것 처럼 화내. 왜 이르다 싶다 성가시다 죽다. 그 남자 번호 랑 에스 엔 에스 모두 차단 하다.
1053,Sadness,그 사람과 헤어지다 게 너무 후회 돼다. 내 가 화 를 하다 번만 참고 이해 하고 넘어가다 되다 일 인데 그렇다 못 한 게 후회 돼다. 다시 만나다 전화 를 걸다 보다 해.
1054,Sadness,과거 의 트라우마 때문 에 난 평생 연애 안 하다 다짐 하다. 이전 에 연애 하다 사람 이 뚱뚱하다 하다 그래서 밥 을 제대로 먹다 수가 없다. 응 그래서 연애 를 앞 으로 안 하다 해.
1055,Anxiety,내 가 과연 이 결혼 을 잘 하다 회의 감 이 들다. 먹다 싶다 음식 이 너무 다르다 보 니까 평생 이렇게 안 맞다 채 로 살다 하나 회의 감 들다. 서로 다른 두 음식 을 하다 번 에 주문 하다 수 있다 알아보다.
1056,Wound,오늘 내 가 사랑 하다 사람 한테 배신 당 한 기분 이 들다. 나 한테 거짓말 하고 이성 과 술 을 먹다 가다. 정말 너무하다. 애인 한테 전화하다 앞 으로 한결같이 잘 하다 모습 을 보이다 달라 고 얘기 해보다.
1057,Wound,남자친구 랑 결혼 하다 하다 가난하다 결혼 자금 이 턱 없이 부족하다. 너무 불행하다 것 같다. 배다 점점 불다 식장 예약 도 못 하다. 이 게 다 가난 때문 이야. 식장 예약 따로 안 하다 스몰 웨딩 으로 알아보다 해.
1058,Joy,나 내일 결혼 하다 너무 기쁘다. 첫사랑 인 남편 을 매일 볼 수 있다 생각 에 설레다 기쁘다. 문제 가 있다 때 마다 솔직하다 대화 하다 하다 게 비결 이 아니다.
1059,Anger,결혼 하다 서로 자다 챙기다 하다 거 아니다 ? 남편 이 자꾸 자기 하다 일만 하다 짜증 나. 결혼 은 꼭 하다 하다 걸다 ?
1060,Anger,왜 이렇게 사람 을 안달 나다 하다 모르다. 오늘 얘기 를 좀 해보다. 정말 내 연애 는 구역질 이 나. 도대체 언제 까지 내 가 내 남자친구 를 보다 연애 하다 하다 모르다.
1061,Anger,아이 를 낳다 아이 가 생각 보다 내 일 에 성가시다 굳다. 내 가 일 을 하다 때 마다 자꾸 놀다 달라 고 울다 내 가 일 에 집중 이 안 돼다. 오늘 남편 이랑 아이 에 관해 얘기 를 해 보다.
1062,Sadness,울 고 싶다 비참하다. 너무 괴롭다. 남자친구 가 다른 여자 랑 바람나다. 많이 속상하다 힘들다. 그리고 너무 비참하다.
1063,Sadness,나 는 죽다 결혼 은 안 하다 거야. 결혼 해봤다 나라 에서 애 낳다 강요 나 하다 뭐 해주다 것 도 없다 ? 그렇다 난 결혼 안 해 !
1064,Anxiety,결혼 하고 돈 이 너무 많이 들어가다 힘들다. 아이 들 도 챙기다 하다 집 에 필요하다 것 들 도 많다 여러 모로 돈 이 많이 드 네. 결혼 하다 요즘 청년 층 의 재난 사정 이 취약 한 거 같다.
1065,Anxiety,우리 부부 는 아직 아이 계획 이 없다 말 이야. 결혼 이 과연 자다 일일 끄다 요즘 생각 이 많다. 결혼 후 더 행복하다 줄 알다 꼭 그렇다 않다.
1066,Wound,내 가 원래 하다 운동 도 못 하다 휴직 까지 하다 삶 을 살다 의미 가 없다. 먹다 싶다 음식 이 있다 마음대로 못 먹다 괴롭다. 너무 괴롭다 어떻다 하다 하다 모르다. 어떻다 하다 ?
1067,Panic,길 에서 여자 친구 인 줄 알 고 어떻다 여자 를 끼다 버리다. 얼굴 이 새 빨갛다 늘다 얼른 도망가다 버리다. 다음 부터는 이렇다 실수 안 하다 ? 너무 창피해.
1068,Panic,나 는 연애 하다 싫다. 연애 는 상상 만 해도 끔찍하다. 해도 좋다 게 없다 보이다. 연인 들 끼리 서로 챙기다 것 도 귀찮다. 연애 하다 돈 도 많이 쓰다 너무 안 좋다 !
1069,Panic,하다 번 뿐 인 결혼식 인데 후회 없다 선택 하다 싶다 여러 모로 갈팡질팡 하다 되다. 결혼 하다 행복하다 ? 응 맞다. 조금 더 신중하다 생각 하고 선택 하다.
1070,Joy,나 는 이 결혼식 을 정말 자다 치르다 수 있다 것 같다. 응. 다 들다 준비 하다 게 많다 힘들다 하다 나 는 너무 재밌다 그래서 이 결혼 을 꼭 성 공리 에 진행 하다 거야. 맞다. 너무 신나다 기쁘다.
1071,Anger,연애 하다 나 만 안달 나다 매달리다 느낌 이야. 응 나 는 많이 사랑 하다 오히려 연애 하다 감정 이 안 들다 나 만 안달 난 느낌 이 들다. 도대체 나 는 왜 항상 이렇다 친구 들 만 사귀다 구역질 이 날 정도 야.
1072,Anger,남자친구 를 실험 해보다 해. 아무래도 바람 을 피우다 것 같다. 나다 아니다 바라다 거의 확실하다. 꼭 밝혀내다 거야.
1073,Anger,자꾸 우리 부부 일 에 이렇다 저렇다 하다 거 이제 못 참다. 왜 이렇게 간섭 이 많다 건지다. 앞 으로 그렇다 못 하다 확실하다 얘기 하다.
1074,Sadness,결혼 후 이 남자 한테 너무 실망하다. 부지런하다 사람인 줄 알다 너무 게으르다 사람 이 더 라. 결혼 생활 기대 많이 하다 이번 엔 실망 이 크다.
1075,Sadness,남편 이 내 일 을 너무 안 도와주다. 출산 준비 도 하다 하다 남편 은 바쁘다 자꾸 안 도와주다. 그 래서 인지 혼자 준비 하 니깐 너무 우울하다.
1076,Anxiety,아기 를 키우다 게 이렇게 힘드다 일인 줄 직접 경험 하다 보기 전 까지는 믿다 않다. 나다 엄마 가 처음 인데 누군가 를 책임지다 한다는 게 너무 혼란 스럽다. 엄마 라는 게 아무나 하다 수 없다 거구 나 싶다.
1077,Wound,어디서 결혼 얘기 나오다 난 무섭다. 나 사실 결혼 에 하다 번 실패하다 적 이 있다 그래서 많이 힘들다. 그래서 결혼 에 대해 아무렇다 자신 도 없다 그냥 무섭다.
1078,Wound,아이 를 낳다 키우다 게 이렇게 힘들다 줄 모르다. 정말 보통 일이 아니다. 남편 이 바쁘다 나 혼자 키우다 시간 이 많다 더 힘들다. 맞다. 힘들다 외로워.
1079,Wound,결혼 하고 아이 낳다 아이 돌보다 나 만의 시간 이 별로 없어지다 거 같다 우울하다. 맞다 아이 가 하루하루 크다 모습 을 모면 행복하다 해 기운 내야 지. 알다. 아이 를 보다 서다 기운 차리다.
1080,Joy,아이 가 건강하다 태어나다 얼마나 고맙다 모르다. 얼마나 예쁘다 너무 천사 같다. 앞 으로 건강하다 자다 자라 주다 좋다.
1081,Joy,드디어 내 가 아이 를 낳다. 결혼 하고 갖다 첫 아이 라 너무 기분 이 좋다 흥분 돼다. 앞 으로 이 아이 가 건강하다 자다 자라 주다 좋다.
1082,Anger,남자친구 가 내 생일 을 잊다 먹다 거 있다. 나 는 남자친구 생일 다 챙기다 남자친구 는 안 챙기다 거야. 어떻다 이렇다 수가 있다 ? 다음 남자친구 생일 때 안 챙기다 거야.
1083,Anxiety,요즘 남자친구 때문 에 고민 이 많다. 나르다 두다 다른 사람 을 만나다 보다 불안하다. 응. 날 더 이상 안 좋아하다 보다 걱정 이야.
1084,Anger,내 남자친구 진짜 짜증 나. 정말 화가 많이 나다. 너무 나 한테 집착 하다. 맞다. 계속 어디 있다 확인 하고 물어보다.
1085,Anger,이유 도 없이 짜증 나다 남편 한테 대꾸 하다 때 도 마음 같다 않다 자꾸만 짜증 나 는 말 을 해. 모르다. 임신 하다 예민하다 거 같다. 당분간 은 계속 예민하다 짜증 날 거 같다.
1086,Anger,임신 하다 돼다 자꾸 전화 오다 안부 를 물어보다. 챙기다 건 고맙다 너무 귀찮다. 그만 물어보다 좋다. 진짜. 하루 에 열 번 이상 전화하다.
1087,Sadness,연애 하다 걸 후회 하고 있다. 돈 과 시간 낭비 를 가져다주다 남다. 그리고 상처 만 남기다 주다.
1088,Sadness,남자친구 가 술 먹다 지금 까지 연락 이 안 돼다. 진짜 환멸 나다. 한두 번 이 면 모르다. 이 게 한두 번 도 아니다. 짜증 나. 그래서 남자친구 랑 제대로 한번 얘기 하다.
1089,Anxiety,남편 이랑 싸우다. 내 가 왜 이렇다 사람 이랑 결혼 하다 후회 가 돼다. 남편 이 자꾸 쓸데없다 것 좀 사지 말 라고 하다 싸우다. 다 필요하다 산 건데 말 이야. 옛날 엔 이르다 않다 결혼 하 니깐 뭐라다 하다.
1090,Wound,얼마 전 에 남자친구 와 헤어지다. 나 랑 만나다 다른 사람 을 만나다 있다 거야. 정말 배신 당하다. 어떻다 날 두다 다른 여자 를 만날 수 있다 ?
1091,Wound,남편 은 늘 나르다 무시 하다 살 아. 직접 적 으로 때리다 않다 내 가 하다 일 없이 놀다 있다 생각 하다 말로 나르다 상처 입히다. 아니다. 친정엄마 에겐 말 도 못 해. 내 가 이렇게 살다 걸 알 면 슬프다 하다 텐데.
1092,Panic,왜 남자 들 은 나오다 쉬다 헤어지다 걸다 ? 나 에게 문제 가 있다 건 아니다 ? 그렇다 않다 매번 이렇다 수 는 없다.
1093,Sadness,내 가 지금 같이 살다 이 남자 랑 괜히 결혼 한 것 같다. 응. 생각 보다 남편 의 경제력 이 너무 떨어지다 것 같다. 아니다. 하다 수가 없다.
1094,Wound,나 기분 이 안 좋다 일이 있다. 시어머니 가 내 조카 만 예쁘다 내 자식 은 별로 신경 을 안 쓰다 것 같다.
1095,Panic,내 가 이 시대 에 아이 를 가지다 게 맞다 걸다 ? 세상 이 너무 험악하다 아이 의 의사 를 물어보다 않다 낳다 되다 걱정 이야.
1096,Sadness,난 연애 를 못 하다 운명 인가 보다. 나 모태 솔로 야.
1097,Wound,남편 이 바람 을 피우다 것 같다. 두 달 정도 되다 것 같다. 아니다. 아직 얘기 는 안 해 보다. 발뺌 하다 게 뻔하다 확실하다 증거 를 잡고 말 하다.
1098,Sadness,시어머니 가 계속 아이 를 빨리 가지 라고 독촉 을 하다. 아니다. 지금 그렇다 만 한 상황 이 아니다 어떻다 하다 하다 정말 모르다.
1099,Wound,우리 가족 은 다섯 명 이나 되다 난 늘 혼자 라고 느껴지다. 응. 말 하다 보다. 하지만 다 들다 각자 살다 게 바쁘다 나 에게 신경 을 써다 주지 못 하다. 맞다. 집다 저녁 에만 북적 이고 늘 나 혼자 인 기분 이지.
1100,Joy,나 지난주 에 결혼 하다. 응. 정말 어렵다 상황 임 에도 불구 하고 주변 에서 많다 도움 을 주다. 주변 에서 연락 도 많이 해 주시 고 물질 적 으로도 많이 챙기다 주다. 차다 감사하다.
1101,Sadness,요즘 많이 무기 력 한 나날 을 보내다 있다. 아니다 그렇다 것 도 아니다. 나다 나르다 자다 모르다. 내 인생 이 허무하다 생각 하다. 응. 그래서 요즘 은 밖에도 나가다 않다.
1102,Wound,나 지난주 에 안 좋다 일이 있다. 임신 한 지다 두 달이 지나다 유산 기 가 보이다. 병원 에서는 무조건 그냥 집 에서 편안하다 마음 으로 있다 하다. 하지만 내 가 직장 을 다니다 하다 맞벌이 인데 쉬다 그렇게 하다 수 없다.
1103,Joy,지금 우리 가족 이 아주 힘드다 상황 이야. 구체 적 으로 다 말 하다 순 없다 경제 적 인 이유 야. 그렇다 나 는 남편 을 신뢰 하다 때문 에 자다 이기다 낼 거 라 생각 하다.
1104,Sadness,결혼 한 뒤 로 친정엄마 와의 소통 이 너무 안 돼다. 그냥 서로 연락 을 하다 민망하다 상태 인 것 같다. 가끔 눈물 이 나. 내 가 엄마 와 이렇다 사이 가 되다 줄 은 꿈 에도 모르다.
1105,Wound,난 지금 결혼 생활 에 만족하다 않다. 너무 어리다 나이 에 결혼 하다 그렇다 경제 적 으로 너무 힘들다.
1106,Joy,나 얼마 전 에 결혼 하다. 아주 만족하다 편안하다. 그동안 결혼 이라는 거사 를 치르다 위해 많이 애쓰다. 이 젠 좀 편하다 쉬다 해.
1107,Anger,이번 에 회사 에서 진짜 어이없다 일이 있다. 회사 사람 들 한테 비혼 주의자 라고 이야기 하다 부장 님 이 날 드세다 여자 라고 표현 하다. 맞다. 속 으로 생각 하다. 대다 놓다 그렇다 게 정말 화가 나다.
1108,Sadness,결혼 준비 하다 충격 적 인 사실 을 알 게 돼다. 예비 신랑 이랑 같이 살 집 을 알아보다 도저히 예산 에 맞다 집 이 없다 허탈하다.
1109,Wound,내 남자 친구 는 정말 배려 가 없다 ! 이번 에도 또 자기 네 집 으로 오라 는 거야. 가다 데 두 시간 걸리다. 자주 이렇다 식이 야. 하다 번 도 데리다 온 적다 없다 받다 하다 하다. 나르다 사랑 하다 하다 의심 돼다.
1110,Joy,이번 소개팅 에는 정말로 자다 맞다 사람 을 소개 받다. 연락 도 자주 해. 서로 좋아하다 야구 팀 이 같다 같이 통화 하다 야구 경기 를 보다 해. 그때 마다 스트레스 가 풀리다 기분 이야.
1111,Anger,도저히 내 남자 친구 를 이해 하다 수 없다. 데이트 때 마다 모자 에 슬리퍼 만 신고 나오다. 나 는 늘 화장 하고 나가다. 정말 짜증 나.
1112,Sadness,아 정말 이제 도저히 시어머니 잔소리 못 참다. 나 는 정말 아이 를 가다 싫다 어떻다 그렇다 생각 을 하다 수가 있다 볼 때 마다 잔소리 하다. 저번 에는 말 도 없이 임신 잘 되다 약도 지다 보내다. 먹다 안 먹다 확인 전화 도 하다. 정말 질 리더 라고.
1113,Wound,이번 에 남자 친구 와 싸우다. 정말 속상하다. 아니다 글쎄 딱 하다 번 직장 동료 차 를 얻다 타다 바람 피우다 거 로 의심 하다. 내 가 그렇게 못 밉다 덥다 짓 을 해 오다 싶다.
1114,Joy,이번 에 드디어 남자 친구 에게 프러포즈 를 받다 ! 맞다 ! 정말 날아가다 듯이 기쁘다 ! 꽤 오랫동안 사귀다 !
1115,Anger,결국 남자 친구 와 헤어지다. 결혼 까지 갈다 거 라고 생각 하다. 맞다. 정말 천생연분 이라고 생각 하다 결국 내 가 잘못 한 거지 뭐.
1116,Anxiety,이번 에도 임신 이 되다 않다 것 같다 너무 불안하다. 시험관 을 여러 번 하다 있다 매번 하다 때 마다 괴롭다 결과 기다리다 것 이 힘들다. 그래도 남편 이랑 함께 병원 을 가다 의지 가 많이 되다 것 같다.
1117,Wound,그 놈 의 결혼 결혼 지긋지긋하다 정말. 나 는 아직 준비 되다 않다 부모님 이 결혼 하 라고 매일 같이 잔소리 야. 남자 친구 도 없다 나 는 일이 더 좋다 생각 이 없다. 부모님 이 저렇게 성화 니까 더 하다 싫어지다.
1118,Joy,나 는 정말 신혼 생활 이 즐겁다. 그냥 남편 과 둘 만의 시간 을 가지다 것 이 좋다. 아직 임신 계획 이 없다 여유 로운 것 같다.
1119,Anger,내 신랑 은 정말 제대로 하다 게 하나 도 없다 ! 제때 빨래 를 하다 널다 하다 글쎄 게임 을 하다 그걸 까먹다 거야. 빨래 에서 냄새 가 나다 정말 짜증 나 ! 바쁘다 것 도 아니다 게임 을 하다 제대로 안 하다 것 이 더 짜증 이 나다 !
1120,Anxiety,벌써 하다 달 뒤 면 결혼식 이야. 정말 떨리다. 정말 많이 긴장 돼다. 사실 결혼 하고 싶다 않다 남자 친구 가 설득 하다 결국 승낙 한 결혼 이 거들다. 걱정 이 더 앞서다.
1121,Wound,저번 주말 에도 아이 를 혼자 보다. 정말 지치다. 남편 이 중요하다 모임 이 있다 갓난아기 를 두다 주말 에 모임 을 나가다. 한두 번 이렇다 게 아니다 정말 힘들다. 이렇다 거 면 결혼 을 왜 하다 싶다. 집 에 혼자 버려진 기분 이야.
1122,Joy,남자 친구 가 연락 이 뜸 하다 걱정 하다 걱정 하다 일이 아니다. 둘 만의 이벤트 를 준비 하다 바쁘다 연락 이 뜸 하다 더 라고. 혹시 나 에게 마음 이 식다 건가 걱정 하다 그렇다 게 아니다 정말 다행 이다. 기쁘다 기도 하다 한편 으로는 아직도 사랑 하고 있다 싶다 안도 감 을 느끼다.
1123,Anger,요즘 남자 친구 랑 권태기 인 것 같다. 관계 가 그냥 그래서 ? 그냥 지루하다. 재미없다.
1124,Anxiety,결혼 준비 가 정말 쉬다 않다. 드레스 고르다 하다 건 괜찮다 시부모 님 되다 분 들 이랑 소통 하다 게 너무 어렵다. 자잘하다 것 들 은 자신 이 하다 하다 중간 에서 입장 정리 를 잘 하다 주 려고 하다 처음 이라 쉬다 않다.
1125,Panic,남자 친구 와 말다툼 을 하다. 커플 통장 을 쓰다 자고 하다. 내 가 데이트 비용 을 자다 안 내다. 내 생각 은 그렇다 않다. 맞다. 남자 친구 말 을 듣다 당황 스럽다 얼굴 이 빨갛다 더 라고. 결국 다투다 말다.
1126,Joy,드디어 신혼여행 지르다 정 하다 ! 빨리 신혼여행 가다 싶다 ! 제일 먼저 현지 맛집 을 가다 싶다 ! 현지 에 예쁘다 카페 도 가다 보고 싶다 ! 생각 만으로도 너무 좋다 !
1127,Anger,정말 이번 에는 못 참다. 파혼 하고 싶다. 남자 친구 가 내 가 원하다 건 다 비싸다 싫다 하다. 파혼 하다 강하다 말 하다 정신 을 차리다.
1128,Anxiety,남자 친구 가 연락 이 자다 안 돼다. 불안하다. 자주. 하루 에 하다 번 도 연락 안 하다 때 도 있다. 그냥. 아무 것 도. 도대체 어떻다 하다 하다 모르다.
1129,Panic,결혼 준비 를 하다 쉬다 않다. 엄마 와 크다 언니 가 모든 것 을 결정 하다. 나 는 막내 라고 가만히 있다 하다. 나다 선택 하고 싶다 게 있다. 맞다. 내 결혼 인데. 어떻다 하다 좋다 모르다. 예비 신랑 도 많이 당황 하고 있다.
1130,Joy,이번 에는 정말 예감 이 좋다 ! 친구 가 추천 하다 준 소개팅 앱 을 깔다. 생각 보다 많다 사람 이 연락 을 주다 있다 ! 맞다 ! 이렇게 연락 주다 사람 중 에서 만나다 보고 싶다 사람 도 있다. 왠지 잘 되다 것 같다.
1131,Anxiety,나이 가 많아지다 결혼 상대 를 만나다 어렵다 초조하다. 연애 부터 어렵다 대체 무엇 부터 하다 하다 모르다. 아무래도 내다 맞다 사람 을 만나다 게 어렵다.
1132,Sadness,나 는 지난번 연애 에 실패하다 것 이 날 이 갈수록 후회 돼다. 아이 를 낳다 않다 하다 헤어지다. 나 는 출산 과 관계없이 결혼 을 하다 싶다.
1133,Joy,이번 에 결혼식 을 하다 되어다 생각 하다 못 한 친구 가 축하 하다 연락 을 하다. 응 맞다. 오랜 만 에 연락 이 오니 너무 반갑다 고맙다 더 라고.
1134,Wound,어제 남자친구 한테 결혼 하다 하다 거절 당하다. 이 사람 이라고 생각 하다 결혼 에 대해 부정 적 인 생각 을 하다 있다. 너무 속상하다 슬프다.
1135,Wound,이주 전 에 아이 를 출산 하다. 응 고맙다. 하지만 아이 를 혼자 돌보다 하다 무섭다 두렵다. 응. 시댁 은 지방 에 있다 친정 부모님 은 일 하다 혼자 서 보다 하다 것 같다.
1136,Anxiety,하다 달 전 에 결혼 하다 결혼 하고 나니 신랑 의 아버지 가 두 분 이 시더 라고. 이 사실 을 알 고 나니 혼란 스럽다. 응. 결혼 전 에는 숨기 고 있다 명절 에 인사 하다 가다 하다 신랑 과 함께 인사 를 하다 가다 신랑 이 사실 두 곳 에 인사 하다 가야 하다 사실 을 얘기 하다.
1137,Panic,요즈음 상황 도 상황 이고 많이 힘드다. 남자 친구 를 사귀다 싶다 요즘 은 사람 만나다 것 도 힘드다. 응. 친구 들 한테 이야기 하다 보다 선뜻 소개 하다 주기도 힘들다 것 같다.
1138,Anxiety,출산 이 얼마 남지 않다 첫 출산 이라 너무 불안하다. 새벽 에 갑자기 진통 이 오지 는 않다 많이 아프다 건 아니다 걱정 이 돼다. 응. 지금 도 너무 긴장 돼다. 이렇다 때 긴장 푸다 좋다 방법 이 뭐 가 있다 모르다.
1139,Joy,드디어 오늘 짝사랑 하다 오다 동료 한테 고백 하다 ! 응. 그런데 그 사람 도 그동안 나르다 쭉 좋아하다 있다. 너무 기쁘다 !
1140,Wound,지난주 에 소개팅 하다 상대방 이 내 가 마음 에 들다 않다. 왜 매번 나가다 소개팅 마다 실패하다 ? 응. 도대체 뭐 가 문 제일 끄다 ? 옷 입다 스타일 을 한번 바꾸다 보다 ?
1141,Anxiety,얼마 전 친구 가 결혼 하다. 이제 내 주변 에 결혼 안 하다 사람 은 나 하나 뿐 이야. 이러다가 결혼 도 못 하다 평생 혼자 살다 게 아니다 두렵다. 다 들다 좋다 사람 만나다 잘만 살다 나 는 왜 짝 이 없다 ?
1142,Wound,오늘 드디어 사무실 에 청첩장 을 돌리다. 그런데 어차피 결혼 하다 금세 아이 낳다 육아 휴직 하다 이번 차다 아예 퇴사 하 라고 하다.
1143,Anger,남편 이라는 사람 이 어떻다 이렇다 수 있다 ? 갑자기 진통 이 시작 돼다 남편 한테 전화하다 집 에 바로 못 오다 먼저 혼자 병원 에 가라 는 거야. 어쩔 수 없이 택시 타고 혼자 병원 에 오다. 친정엄마 가 부랴부랴 오다.
1144,Sadness,서른 이 넘어가다 새롭다 사람 을 만나다 쉬다 않다. 응. 내 친구 는 남편 이 가사 와 육아 를 자다 도와주다. 나다 그렇다 사람 을 만날 수 있다 ?
1145,Anger,집 에만 가면 엄마 가 결혼 이야기 를 하다 스트레스 받다. 나 는 결혼 이 필수 라고 생각 하다 않다.
1146,Wound,남자 친구 랑 결혼 준비 중 인데 비용 이 만 만치 않다. 우리 는 우리 힘 으로 집 문제 를 해결 하다 해. 나다 예쁘다 깨끗하다 집 에서 살 고 싶다 속상하다.
1147,Sadness,남자 친구 가 자꾸 결혼 하다 조르다 너무 부담스럽다. 오늘 처음 으로 진지하다 이야기 하다. 나중 이 라면 모르다 지금 은 아니다. 아직 하다 싶다 일도 많다.
1148,Wound,삼 년 동안 짝사랑 하다 직장 동료 가 여자 친구 가 생기다. 친언니 한테 만 이야기 하다. 앞 으로 어떻다 그 친구 를 보다 하다 모르다.
1149,Anger,출산 일이 다가오다 몸 이 너무 무겁다 힘들다. 근데 남편 이 집안일 을 도와주다 않다. 응. 보통 저녁 일곱 시 면 집 에 오다 집 에 오다 밥 먹다 게임 만 해. 대화 하다 하다 자꾸 피하 려고 해. 내 가 힘드다 건 안중 에도 없다.
1150,Anxiety,남자 친구 랑 관계 후 피임 이 자다 되다 않다 것 같다. 임신 이면 어떡하다 ? 응. 병원 에서 사후 피임 약 을 처방 받다 먹다 하다 그래도 불안하다 마음 이 더 크다. 맞다. 약 부작용 이 있다 인터넷 에서 보다 그것 도 걱정 되다.
1151,Anger,남자 친구 가 이틀 동안 연락 이 안 돼다. 원래 이렇다 적 이 없다 너무 걱정 돼다. 남자 친구 랑 가장 친하다 친구 에게 연락 하다 그 친구 도 남자 친구 랑 연락 이 안 되다.
1152,Anger,남자 친구 가 데이트 중 에도 자꾸 휴대전화 게임 만 해. 일주일 에 한두 번 만나다 게 전부 인데. 응. 얘기 하다 같이 하다 공간 에 있다 거 면 충분하다 거 라고 오히려 나르다 이해 못 해. 응. 소풍 도 가다 싶다 영화 도 보고 싶다 이야기 는 하다 안 통해. 결국 내 가 포기 하다.
1153,Anxiety,이십 대다 중반 인데 아직 연애 를 하다 번 도 못 해 보다 사람 들 이 놀라다. 부끄럽다. 아니다. 소개팅 하다 기회 가 생기다 나가다 거절 당하다 보다 못 나가다.
1154,Panic,내 친구 는 항상 자기 남자 친구 한테 좋다 선물 을 받다 내 남자 친구 는 취업 준비 중이 야. 반년 정도 되어다. 우리 는 매일 카페 에서 공부 하다 데이트 가 전부 인데 내 친구 네 커플 과 너무 비교 돼다. 아니다. 남자 친구 가 자존심 상해 하다 것 같다 말 을 못 하다.
1155,Sadness,결혼 을 왜 하다 하다 모르다. 출산 은 더 더욱 하다 싫다. 부모님 께 말씀드리다. 그런데 나이 가 들다 생각 이 바뀌다 거 라고 생각 하다.
1156,Sadness,내 가 출산 한 이후 미혼 친구 들 이 나오다 멀어지다 기분 이 들어서다 씁쓸하다 우울하다. 친구 들 끼리 모임 을 하다 사진 을 우연히 보다 돼다. 집 에서 애 만 보다 것 도 힘드다 친구 들 까지 멀어지다 더 힘들다. 아직. 먼저 이야기 하다 건 자존심 상해.
1157,Sadness,요즘 은 조건 을 보고 하다 결혼 만 있다 것 같다. 그렇다 무슨 의미 가 있다 ? 주변 에는 없다 비슷하다 사례 의 이야기 를 많이 들다. 그렇다 이야기 를 들다 나 는 결혼 을 하다 싶다 않다.
1158,Joy,십 년 을 만난 남자 친구 가 있다 양쪽 부모님 께서 결혼 하 라고 성화 시 네. 사실 우리 는 아직 연애 가 더 좋다 생각 하고 있다. 계속 말씀드리다. 하지만 부모님 도 연세 가 들다 결혼 하다 내 모습 이 보고 싶다. 입장 이 강경하다.
1159,Panic,남자 친구 가 있다 새롭다 남자 가 자꾸 눈 에 들어오다. 운동 하다 곳 에서 우연히 알 게 돼다 몇 번 대화 를 나누다 보다 호감 이 생기 더 라고. 어떻다 하다. 남자 친구 한테 너무 미안하다.
1160,Joy,요즘 은 결혼 은 필수 가 아니다 것 같다. 나다 언젠가 부터 연애 하고 싶다 생각 이 사라지다. 응. 요즘 은 나 자신 에게 투자 하다 것 에 더 관심 이 가다.
